"name","springdist","distprev","elevation","elevationdiff","amenities"
" Pocosin Cabin ","0.9036E3","0.34E1","0.315E4","-0.5E2"," W "
" spring ","0.9037E3","0.1E0","0.31E4","-0.5E2"," W "
" Lewis Mt. Campground ","0.9055E3","0.18E1","0.35E4","0.4E3"," C,L,G,Cl,Sh "
" Bearfence Mt. Hut (pic) ","0.9062E3","0.7E0","0.311E4","-0.39E3"," S,C,W "
" Bootens Gap, SD ","0.9088E3","0.26E1","0.3243E4","0.133E3"," None "
" Hazeltop ","0.9097E3","0.9E0","0.3812E4","0.569E3"," None "
" Milam Gap, SD ","0.9116E3","0.19E1","0.33E4","-0.512E3"," None "
" spring ","0.9125E3","0.9E0","0.338E4","0.8E2"," W "
" Big Meadows Wayside ","0.9133E3","0.8E0","0.339E4","0.1E2"," R,G "
" Big Meadows Lodge ","0.9142E3","0.9E0","0.35E4","0.11E3"," C,L,R,Cl,Sh,G*  "
" David Spring ","0.9148E3","0.6E0","0.349E4","-0.1E2"," W "
" Fishers Gap, SD ","0.9158E3","0.1E1","0.305E4","-0.44E3"," None "
" Rock Spring Hut (pic) ","0.9177E3","0.19E1","0.3465E4","0.415E3"," S,C,W "
" Hawksbill Trail ","0.918E3","0.3E0","0.36E4","0.135E3"," None "
" Hawksbill Gap, SD ","0.919E3","0.1E1","0.3361E4","-0.239E3"," None "
" Crescent Rock Overlook, SD ","0.9194E3","0.4E0","0.345E4","0.89E2"," None "
" Skyland Service Rd. (south) ","0.9215E3","0.21E1","0.355E4","0.1E3"," None "
" Skyland Service Rd. (north) ","0.9223E3","0.8E0","0.379E4","0.24E3"," L,R "
" Stony Man Summit Trail ","0.9227E3","0.4E0","0.3847E4","0.57E2"," None "
" Hughes River Gap, SD ","0.9243E3","0.16E1","0.3097E4","-0.75E3"," W "
" Pinnacles Picnic Ground ","0.9265E3","0.22E1","0.339E4","0.293E3"," W "
" Jewell Hollow Overlook, SD ","0.9266E3","0.1E0","0.335E4","-0.4E2"," None "
" The Pinnacle ","0.9276E3","0.1E1","0.373E4","0.38E3"," None "
" Byrds Nest #3 Hut (pic) ","0.9286E3","0.1E1","0.329E4","-0.44E3"," S,C,W "
" Meadow Spring ","0.9293E3","0.7E0","0.31E4","-0.19E3"," W "
" Marys Rock ","0.9299E3","0.6E0","0.3514E4","0.414E3"," None "
" Thornton Gap, SD ","0.9318E3","0.19E1","0.2307E4","-0.1207E4"," W "
" Pass Mt. Hut (pic) ","0.933E3","0.12E1","0.269E4","0.383E3"," S,W "
" Pass Mt. ","0.9338E3","0.8E0","0.3052E4","0.362E3"," None "
" Beahms Gap, SD ","0.9351E3","0.13E1","0.249E4","-0.562E3"," None "
" Skyline Drive mp 28.5 ","0.9352E3","0.1E0","0.249E4","0.0"," None "
" Byrds Nest #4 Picnic Shelter ","0.9353E3","0.1E0","0.26E4","0.11E3"," None "
" spring ","0.9399E3","0.46E1","0.26E4","0.0"," W "
" Elkwallow Wayside, SD ","0.9404E3","0.5E0","0.248E4","-0.12E3"," R,G "
" Range View Cabin ","0.9412E3","0.8E0","0.295E4","0.47E3"," W "
" Rattlesnake Point Overlook, SD ","0.9419E3","0.7E0","0.31E4","0.15E3"," None "
" Tuscarora Trail ","0.9425E3","0.6E0","0.34E4","0.3E3"," C* "
" Skyline Drive mp 21.1 ","0.9429E3","0.4E0","0.335E4","-0.5E2"," None "
" Hogback Third Peak ","0.9431E3","0.2E0","0.34E4","0.5E2"," None "
" Skyline Drive mp 20.8 ","0.9432E3","0.1E0","0.335E4","-0.5E2"," None "
" Hogback Second Peak ","0.9434E3","0.2E0","0.3475E4","0.125E3"," None "
" spring ","0.9436E3","0.2E0","0.325E4","-0.225E3"," W "
" Hogback First Peak ","0.9437E3","0.1E0","0.339E4","0.14E3"," None "
" Little Hogback Overlook, SD ","0.9443E3","0.6E0","0.3E4","-0.39E3"," None "
" Little Hogback Mt. ","0.9445E3","0.2E0","0.305E4","0.5E2"," None "
" Skyline Drive mp 18.9 ","0.945E3","0.5E0","0.285E4","-0.2E3"," None "
" Gravel Springs Hut (pic) ","0.9461E3","0.11E1","0.248E4","-0.37E3"," S,C,W "
" Gravel Springs Gap,SD ","0.9463E3","0.2E0","0.2666E4","0.186E3"," None "
" South Marshall Mt. ","0.9474E3","0.11E1","0.3212E4","0.546E3"," None "
" Skyline Drive mp 15.9 ","0.9479E3","0.5E0","0.305E4","-0.162E3"," None "
" North Marshall Mt. ","0.9486E3","0.7E0","0.3368E4","0.318E3"," None "
" Hogwallow Spring ","0.9495E3","0.9E0","0.295E4","-0.418E3"," W "
" Hogwallow Gap, SD ","0.9501E3","0.6E0","0.2739E4","-0.211E3"," None "
" Jenkins Gap, SD ","0.9518E3","0.17E1","0.24E4","-0.339E3"," None "
" Compton Springs ","0.9527E3","0.9E0","0.27E4","0.3E3"," W "
" Compton Peak ","0.9531E3","0.4E0","0.2909E4","0.209E3"," None "
" Compton Gap, BRP ","0.9539E3","0.8E0","0.255E4","-0.359E3"," None "
" Indian Run Spring ","0.9541E3","0.2E0","0.235E4","-0.2E3"," W "
" Shenandoah NP kiosk ","0.9556E3","0.15E1","0.235E4","0.0"," L,R,Sh "
" Shenandoah NP north boundary ","0.9558E3","0.2E0","0.23E4","-0.5E2"," None "
" Tom Floyd Wayside Shelter (pic) ","0.9566E3","0.8E0","0.19E4","-0.4E3"," S "
" 4-H Swimming Pool ","0.9576E3","0.1E1","0.135E4","-0.55E3"," W "
" VA 602 ","0.9581E3","0.5E0","0.115E4","-0.2E3"," None "
" US 522 ","0.9595E3","0.14E1","0.95E3","-0.2E3"," None "
" Nat’l Zoological Park Research Center ","0.9597E3","0.2E0","0.99E3","0.4E2"," None "
" Mosby Campsite ","0.9629E3","0.32E1","0.18E4","0.81E3"," C,W "
" Jim and Molly Denton Shelter (pic) ","0.9648E3","0.19E1","0.131E4","-0.49E3"," S,W "
" VA 638, Linden, VA ","0.9659E3","0.11E1","0.115E4","-0.16E3"," G* "
" Manassas Gap, VA 55 ","0.9678E3","0.19E1","0.8E3","-0.35E3"," R*,G* "
" Manassas Gap Shelter (pic) ","0.9703E3","0.25E1","0.1655E4","0.855E3"," S,W "
" Trillium Trail ","0.9722E3","0.19E1","0.19E4","0.245E3"," None "
" Dick’s Dome Shelter (pic) ","0.9748E3","0.26E1","0.123E4","-0.67E3"," S,W "
" spring ","0.9758E3","0.1E1","0.185E4","0.62E3"," W "
" Sky Meadows State Park side trail ","0.977E3","0.12E1","0.178E4","-0.7E2"," C*,W* "
" Ashby Gap, US 50 ","0.9796E3","0.26E1","0.9E3","-0.88E3"," L* "
" Rod Hollow Shelter (pic) ","0.9832E3","0.36E1","0.84E3","-0.6E2"," S,W "
" VA 605 (Morgans Mill Rd.) ","0.9869E3","0.37E1","0.114E4","0.3E3"," None "
" spring ","0.9881E3","0.12E1","0.115E4","0.1E2"," W "
" Sam Moore Shelter (pic) ","0.9901E3","0.2E1","0.99E3","-0.16E3"," S,W "
" Bears Den Hostel & Rocks ","0.9931E3","0.3E1","0.135E4","0.36E3"," L,C,G,Cl,Sh "
" Snickers Gap, VA 7/679 ","0.9937E3","0.6E0","0.1E4","-0.35E3"," R,G* "
" spring ","0.9959E3","0.22E1","0.1083E4","0.83E2"," W "
" VA-WV State Line ","0.9962E3","0.3E0","0.114E4","0.57E2"," None "
" Crescent Rock ","0.9963E3","0.1E0","0.1312E4","0.172E3"," None "
" Sand Spring ","0.9969E3","0.6E0","0.115E4","-0.162E3"," W "
"  ","0.997E3","0.1E0","0.12E4","0.5E2"," None "
" Wilson Gap ","0.9998E3","0.28E1","0.138E4","0.18E3"," None "
" Blackburn Trail Center ","0.1001E4","0.12E1","0.165E4","0.27E3"," S,C,W "
" David Lesser Memorial Shelter (pic) ","0.10042E4","0.32E1","0.143E4","-0.22E3"," S,C,W "
" Keys Gap, WV 9 ","0.10072E4","0.3E1","0.935E3","-0.495E3"," W,R,G "
" WV 32 (Chestnut Hill Rd.) ","0.10118E4","0.46E1","0.82E3","-0.115E3"," None "
" US 340, Shenandoah River Bridge ","0.10125E4","0.7E0","0.312E3","-0.508E3"," L,C*,Cl*,Sh* "
" ATC Headquarters side trail ","0.10128E4","0.3E0","0.394E3","0.82E2"," R,L*,C*,G*,Cl*,Sh* "
" Harpers Ferry ","0.10134E4","0.6E0","0.315E3","-0.79E2"," R,O "
" Potomac River, WV-MD State Line ","0.10135E4","0.1E0","0.263E3","-0.52E2"," None "
" C&O Canal Towpath west jct. ","0.10137E4","0.2E0","0.29E3","0.27E2"," None "
" Sandy Hook Bridge, US 340 ","0.10148E4","0.11E1","0.29E3","0.0"," None "
" C&O Canal Towpath east jct. ","0.10163E4","0.15E1","0.29E3","0.0"," G "
" Keep Tryst Rd. ","0.10164E4","0.1E0","0.32E3","0.3E2"," L*,R*,G*,Cl*,Sh* "
" US 340 Underpass ","0.10166E4","0.2E0","0.4E3","0.8E2"," None "
" Weverton Rd. ","0.10168E4","0.2E0","0.42E3","0.2E2"," G* "
" Weverton Cliffs Trail ","0.10177E4","0.9E0","0.78E3","0.36E3"," None "
" Ed Garvey Shelter (pic) ","0.10198E4","0.21E1","0.11E4","0.32E3"," S,W "
" Brownsville Gap ","0.10218E4","0.2E1","0.114E4","0.4E2"," None "
" Gathland State Park ","0.10235E4","0.17E1","0.95E3","-0.19E3"," C,W,G "
" Crampton Gap Shelter (pic) ","0.10239E4","0.4E0","0.1E4","0.5E2"," S,W "
" Bear Spring Cabin side trail ","0.10265E4","0.26E1","0.148E4","0.48E3"," W "
" White Rocks Cliff ","0.10271E4","0.6E0","0.15E4","0.2E2"," None "
" Lamb’s Knoll ","0.10273E4","0.2E0","0.16E4","0.1E3"," None "
" Rocky Run Shelter (pic) ","0.10289E4","0.16E1","0.97E3","-0.63E3"," S,C,W "
" Reno Monument Rd. ","0.10299E4","0.1E1","0.91E3","-0.6E2"," None "
" Dahlgren Backpack Campground ","0.10307E4","0.8E0","0.98E3","0.7E2"," C,R,Sh "
" Turners Gap, US Alt. 40 ","0.10309E4","0.2E0","0.1E4","0.2E2"," R "
" Monument Rd. ","0.10323E4","0.14E1","0.135E4","0.35E3"," None "
" Washington Monument Rd. ","0.10325E4","0.2E0","0.14E4","0.5E2"," W "
" Washington Monument ","0.10329E4","0.4E0","0.155E4","0.15E3"," None "
" Boonsboro Mt. Rd. ","0.1035E4","0.21E1","0.13E4","-0.25E3"," None "
" Bartman Hill Trail to Greenbrier SP ","0.10353E4","0.3E0","0.0","-0.13E4"," C* "
" I-70 Footbridge ","0.10358E4","0.5E0","0.12E4","0.12E4"," R,W,C* "
" Pine Knob Shelter (pic) ","0.10364E4","0.6E0","0.136E4","0.16E3"," None "
" Annapolis Rocks side trail ","0.1038E4","0.16E1","0.182E4","0.46E3"," C,W "
" Black Rocks ","0.1039E4","0.1E1","0.18E4","-0.2E2"," None "
" Pogo Memorial Campsite ","0.10396E4","0.6E0","0.15E4","-0.3E3"," C,W "
" MD 17 (Wolfsville Rd.) ","0.10444E4","0.48E1","0.14E4","-0.1E3"," L,R,Cl,Sh,G* "
" Ensign Cowall Shelter (pic) ","0.10446E4","0.2E0","0.143E4","0.3E2"," S,W "
" MD 77 (Foxville Rd.) ","0.10459E4","0.13E1","0.145E4","0.2E2"," None "
" Warner Gap Rd. ","0.10477E4","0.18E1","0.115E4","-0.3E3"," W "
" MD 491, Raven Rock Hollow ","0.10485E4","0.8E0","0.119E4","0.4E2"," None "
" Raven Rock ","0.10495E4","0.1E1","0.13E4","0.11E3"," S,C,W "
" High Rock side trail ","0.10513E4","0.18E1","0.195E4","0.65E3"," None "
" Pen Mar County Park ","0.10542E4","0.29E1","0.133E4","-0.62E3"," W,L*,G*,Cl* "
" Mason-Dixon Line (MD-PA State Line) ","0.10544E4","0.2E0","0.125E4","-0.8E2"," None "
" Pen Mar Rd. ","0.10544E4","0.0","0.125E4","0.0"," None "
" Buena Vista Rd. ","0.10555E4","0.11E1","0.129E4","0.4E2"," W "
" Old PA 16 ","0.10567E4","0.12E1","0.135E4","0.6E2"," None "
" PA 16 ","0.1057E4","0.3E0","0.12E4","-0.15E3"," R*,G*,Cl* "
" Mackie Run ","0.10572E4","0.2E0","0.125E4","0.5E2"," None "
" Bailey Spring ","0.10578E4","0.6E0","0.13E4","0.5E2"," W "
" Deer Lick Shelters (pic) ","0.10591E4","0.13E1","0.142E4","0.12E3"," S,W "
" Old Forge Park, Antietam Shelter (pic) ","0.10615E4","0.24E1","0.89E3","-0.53E3"," S,W "
" Rattlesnake Run Rd. ","0.10619E4","0.4E0","0.9E3","0.1E2"," None "
" Old Forge Rd. ","0.10625E4","0.6E0","0.1E4","0.1E3"," None "
" Tumbling Run Shelters (pic) ","0.10627E4","0.2E0","0.112E4","0.12E3"," S,W "
" Chimney Rocks ","0.1064E4","0.13E1","0.19E4","0.78E3"," None "
" Swamp Rd. ","0.10673E4","0.33E1","0.156E4","-0.34E3"," None "
" PA 233, South Mt, PA ","0.10676E4","0.3E0","0.16E4","0.4E2"," L*,R* "
" Rocky Mt. Shelters (pic) ","0.10693E4","0.17E1","0.152E4","-0.8E2"," S,W "
" Caledonia State Park ","0.10723E4","0.3E1","0.96E3","-0.56E3"," C,R,Sh,G* "
" Quarry Gap Rd. ","0.10742E4","0.19E1","0.125E4","0.29E3"," None "
" Quarry Gap Shelters (pic) ","0.10749E4","0.7E0","0.1455E4","0.205E3"," S,W "
" Sandy Sod Jct. ","0.10764E4","0.15E1","0.198E4","0.525E3"," None "
" Middle Ridge Rd. ","0.1079E4","0.26E1","0.205E4","0.7E2"," None "
" Ridge/Means Hollow Rd. ","0.10795E4","0.5E0","0.18E4","-0.25E3"," None "
" Milesburn Rd. ","0.10799E4","0.4E0","0.16E4","-0.2E3"," W "
" Birch Run Shelter (pic) ","0.10823E4","0.24E1","0.1795E4","0.195E3"," S,W "
" Big Flat Fire Tower ","0.10836E4","0.13E1","0.204E4","0.245E3"," None "
" Michener Cabin ","0.10855E4","0.19E1","0.185E4","-0.19E3"," W "
" Woodrow Rd. ","0.10874E4","0.19E1","0.185E4","0.0"," None "
" Toms Run Shelters (pic) ","0.10885E4","0.11E1","0.13E4","-0.55E3"," S,W "
" PA 233 ","0.10919E4","0.34E1","0.9E3","-0.4E3"," None "
" Pine Grove Furnace State Park ","0.10922E4","0.3E0","0.85E3","-0.5E2"," L,C,G,Sh "
" Midpoint Marker ","0.10932E4","0.1E1","0.1E4","0.15E3"," None "
" Pole Steeple side trail ","0.10947E4","0.15E1","0.13E4","0.3E3"," None "
" Mt. Creek Campground side trail ","0.10982E4","0.35E1","0.105E4","-0.25E3"," C,G "
" James Fry (Tagg Run) Shelter ","0.10994E4","0.12E1","0.805E3","-0.245E3"," S,W "
" Pine Grove Rd. ","0.10999E4","0.5E0","0.75E3","-0.55E2"," None "
" PA 34 (Hunters Run Rd.) ","0.11008E4","0.9E0","0.67E3","-0.8E2"," G "
" PA 94 ","0.11028E4","0.2E1","0.88E3","0.21E3"," None "
" Whiskey Spring ","0.11056E4","0.28E1","0.83E3","-0.5E2"," W "
" Alec Kennedy Shelter (pic) ","0.11077E4","0.21E1","0.85E3","0.2E2"," S,W "
" Cedar Point Knob ","0.11086E4","0.9E0","0.106E4","0.21E3"," None "
" Yellow Breeches Creek ","0.11113E4","0.27E1","0.5E3","-0.56E3"," C "
" ATC Mid-Atlantic Office, PA 174 ","0.11116E4","0.3E0","0.5E3","0.0"," L,R,G,Sh "
" PA 74 ","0.11136E4","0.2E1","0.58E3","0.8E2"," None "
" PA 641 (Trindle Rd.) ","0.11157E4","0.21E1","0.54E3","-0.4E2"," None "
" Pennsylvania Turnpike ","0.11184E4","0.27E1","0.495E3","-0.45E2"," None "
" US 11 Footbridge ","0.11196E4","0.12E1","0.49E3","-0.5E1"," L,R,Sh "
" I-81 Overpass ","0.11205E4","0.9E0","0.485E3","-0.5E1"," None "
" ATC Scott Farm Trail Work Center ","0.11219E4","0.14E1","0.48E3","-0.5E1"," W "
" PA 944 ","0.11239E4","0.2E1","0.48E3","0.0"," None "
" spring ","0.11249E4","0.1E1","0.65E3","0.17E3"," W "
" Tuscarora/Darlington Trails ","0.11258E4","0.9E0","0.139E4","0.74E3"," None "
" Darlington Shelter (pic) ","0.11259E4","0.1E0","0.117E4","-0.22E3"," S,W "
" PA 850 ","0.11282E4","0.23E1","0.65E3","-0.52E3"," None "
" Thelma Marks Shelter (pic) ","0.11332E4","0.5E1","0.112E4","0.47E3"," S,W "
" Hawk Rock ","0.11351E4","0.19E1","0.114E4","0.2E2"," None "
" US 11/15, PA 274 ","0.11368E4","0.17E1","0.385E3","-0.755E3"," G,L* "
" Duncannon, PA ","0.11373E4","0.5E0","0.385E3","0.0"," L,R,G,Cl "
" PA 849, Juniata River ","0.11383E4","0.1E1","0.38E3","-0.5E1"," C,Sh "
" Susquehanna River ","0.11385E4","0.2E0","0.38E3","0.0"," R "
" US 22/322 ","0.11391E4","0.6E0","0.4E3","0.2E2"," L "
" Clarks Ferry Shelter (pic) ","0.11418E4","0.27E1","0.118E4","0.78E3"," S,W "
" PA 225 Footbridge ","0.11457E4","0.39E1","0.125E4","0.7E2"," None "
" Table Rock View ","0.11477E4","0.2E1","0.12E4","-0.5E2"," None "
" Peters Mt. Shelter (pic) ","0.11486E4","0.9E0","0.97E3","-0.23E3"," S,W "
" Kinter View ","0.11512E4","0.26E1","0.132E4","0.35E3"," None "
" spring ","0.11547E4","0.35E1","0.7E3","-0.62E3"," W "
" PA 325, Clark’s Valley ","0.11551E4","0.4E0","0.55E3","-0.15E3"," W "
" Stony Mt. ","0.11581E4","0.3E1","0.165E4","0.11E4"," None "
" Yellow Springs Village Site ","0.11615E4","0.34E1","0.145E4","-0.2E3"," None "
" Cold Spring Trail ","0.11638E4","0.23E1","0.14E4","-0.5E2"," None "
" Raush Gap Shelter (pic) ","0.11661E4","0.23E1","0.97E3","-0.43E3"," S,W "
" PA 443 ","0.11707E4","0.46E1","0.55E3","-0.42E3"," None "
" Swatara Gap, PA 72 ","0.11721E4","0.14E1","0.48E3","-0.7E2"," None "
" I-81 Underpass","0.11725E4","0.4E0","0.45E3","-0.3E2"," None "
" William Penn Shelter (pic) ","0.11794E4","0.69E1","0.13E4","0.85E3"," S,W "
" PA 645 ","0.11816E4","0.22E1","0.125E4","-0.5E2"," None "
" 501 Shelter (pic) ","0.11835E4","0.19E1","0.146E4","0.21E3"," S,W,L "
" Pilger Ruh Spring Trail ","0.1184E4","0.5E0","0.145E4","-0.1E2"," C,W "
" Round Head, Shower Steps ","0.11866E4","0.26E1","0.15E4","0.5E2"," W "
" Hertlein Campsite","0.11891E4","0.25E1","0.12E4","-0.3E3"," C,W "
" Shuberts Gap ","0.11892E4","0.1E0","0.12E4","0.0"," None "
" Ft. Dietrich Snyder Marker ","0.11925E4","0.33E1","0.144E4","0.24E3"," W "
" PA 183, Rentschler Marker ","0.11928E4","0.3E0","0.145E4","0.1E2"," None "
" Black Swatara Spring ","0.11941E4","0.13E1","0.151E4","0.6E2"," W "
" Sand Spring Trail ","0.11979E4","0.38E1","0.151E4","0.0"," W "
" Eagle’s Nest Shelter (pic) ","0.11986E4","0.7E0","0.151E4","0.0"," S,W "
" Shartlesville Cross-Mt. Rd. ","0.12005E4","0.19E1","0.145E4","-0.6E2"," None "
" Phillip’s Canyon Spring ","0.12032E4","0.27E1","0.15E4","0.5E2"," W "
" Port Clinton ","0.12072E4","0.4E1","0.4E3","-0.11E4"," S,C,L,R,O,Sh "
" PA 61, Hamburg ","0.12079E4","0.7E0","0.49E3","0.9E2"," L*,R,*,O* "
" Pocahontas Spring ","0.12105E4","0.26E1","0.12E4","0.71E3"," W "
" Windsor Furnace ","0.12131E4","0.26E1","0.9E3","-0.3E3"," C,W "
" Windsor Furnace Shelter (pic) ","0.12133E4","0.2E0","0.88E3","-0.2E2"," S,W "
" Pulpit Rock ","0.12149E4","0.16E1","0.1582E4","0.702E3"," None "
" Blue Rocks Campground side trail ","0.12167E4","0.18E1","0.115E4","-0.432E3"," S*,C*G*,Cl*,Sh* "
" The Pinnacle ","0.12171E4","0.4E0","0.1615E4","0.465E3"," None "
" Eckville Shelter (pic) ","0.12224E4","0.53E1","0.535E3","-0.108E4"," S,W,Sh "
" Tri-County Corner ","0.12285E4","0.61E1","0.156E4","0.1025E4"," None "
" Allentown Hiking Club Shelter ","0.12298E4","0.13E1","0.135E4","-0.21E3"," S,W "
" Ft. Franklin Rd. ","0.12317E4","0.19E1","0.135E4","0.0"," None "
" Blue Mt. Summit ","0.12339E4","0.22E1","0.136E4","0.1E2"," L,R,W "
" New Tripoli Campsite ","0.12357E4","0.18E1","0.14E4","0.4E2"," C,W "
" The Cliffs, Knife Edge ","0.12367E4","0.1E1","0.1525E4","0.125E3"," None "
" Bear Rocks ","0.12374E4","0.7E0","0.1604E4","0.79E2"," None "
" Bake Oven Knob Rd. ","0.12388E4","0.14E1","0.145E4","-0.154E3"," None "
" Bake Oven Knob ","0.12392E4","0.4E0","0.1585E4","0.135E3"," None "
" Bake Oven Knob Shelter (pic) ","0.12398E4","0.6E0","0.138E4","-0.205E3"," S,W "
" Lehigh Furnace Gap, PA 873 ","0.12422E4","0.24E1","0.132E4","-0.6E2"," W* "
" George W. Outerbridge Shelter (pic) ","0.12466E4","0.44E1","0.1E4","-0.32E3"," S,W "
" Lehigh Gap, PA 873, Slatington ","0.12472E4","0.6E0","0.38E3","-0.62E3"," L*,R*,G*,Cl*,Sh* "
" Lehigh River Bridge, PA 873 ","0.12473E4","0.1E0","0.38E3","0.0"," None "
" PA 145, Walnutport ","0.12475E4","0.2E0","0.38E3","0.0"," R*,G* "
" Little Gap, Danielsville ","0.12526E4","0.51E1","0.11E4","0.72E3"," W*,C*,R*,G*,Sh* "
" Delps Trail ","0.12574E4","0.48E1","0.158E4","0.48E3"," W "
" Stempa Spring ","0.12592E4","0.18E1","0.151E4","-0.7E2"," W* "
" Smith Gap Rd. ","0.12599E4","0.7E0","0.154E4","0.3E2"," W*,Sh* "
" Leroy A. Smith Shelter (pic) ","0.12634E4","0.35E1","0.141E4","-0.13E3"," S,W "
" Hahns Lookout ","0.1267E4","0.36E1","0.145E4","0.4E2"," None "
" Wind Gap, PA 33 ","0.1268E4","0.1E1","0.98E3","-0.47E3"," W,L*,R*,G*,Cl* "
" Wolf Rocks ","0.1275E4","0.7E1","0.155E4","0.57E3"," None "
" Fox Gap, PA 191 ","0.12766E4","0.16E1","0.14E4","-0.15E3"," None "
" Kirkridge Shelter (pic) ","0.12772E4","0.6E0","0.148E4","0.8E2"," S,W "
" Totts Gap ","0.12791E4","0.19E1","0.13E4","-0.18E3"," None "
" Mt. Minsi ","0.12811E4","0.2E1","0.1461E4","0.161E3"," None "
" Lookout Rock ","0.12821E4","0.1E1","0.8E3","-0.661E3"," None "
" Council Rock ","0.12829E4","0.8E0","0.6E3","-0.2E3"," None "
" PA 611, Delaware Water Gap ","0.12836E4","0.7E0","0.4E3","-0.2E3"," L,R,G,O "
" Delaware River, PA-NJ State Line ","0.12838E4","0.2E0","0.35E3","-0.5E2"," None "
" Delaware Water Gap NRA Visitors Center ","0.12847E4","0.9E0","0.35E3","0.0"," W "
" Holly Springs Trail ","0.12867E4","0.2E1","0.95E3","0.6E3"," W "
" backpacker campsite ","0.12883E4","0.16E1","0.13E4","0.35E3"," C "
" Sunfish Pond ","0.12896E4","0.13E1","0.1382E4","0.82E2"," None "
" spring ","0.12897E4","0.1E0","0.14E4","0.18E2"," W "
" Herbert Hillar Plaque ","0.12914E4","0.17E1","0.14E4","0.0"," None "
" Mohican Outdoor Center ","0.1294E4","0.26E1","0.115E4","-0.25E3"," L,C,W "
" Catfish Fire Tower ","0.12964E4","0.24E1","0.1565E4","0.415E3"," None "
" Rattlesnake Spring ","0.1297E4","0.6E0","0.126E4","-0.305E3"," W "
" CR 602 ","0.12974E4","0.4E0","0.135E4","0.9E2"," W* "
" Blue Mt. Lakes Rd. ","0.13013E4","0.39E1","0.135E4","0.0"," W,C* "
" Crater Lake ","0.13033E4","0.2E1","0.136E4","0.1E2"," W* "
" Rattlesnake Mt. ","0.13061E4","0.28E1","0.1492E4","0.132E3"," None "
" Brink Rd. Shelter (pic) ","0.13083E4","0.22E1","0.111E4","-0.382E3"," S,W "
" Culvers Gap, US 206 ","0.13119E4","0.36E1","0.935E3","-0.175E3"," R,G* "
" Culver Fire Tower ","0.13138E4","0.19E1","0.155E4","0.615E3"," None "
" Gren Anderson Shelter (pic) ","0.13149E4","0.11E1","0.132E4","-0.23E3"," S,W "
" Sunrise Mt. ","0.13173E4","0.24E1","0.1653E4","0.333E3"," None "
" Mashipacong Shelter (pic) ","0.13207E4","0.34E1","0.1425E4","-0.228E3"," S, (NO water) "
" Rutherford Shelter (pic) ","0.13236E4","0.29E1","0.1345E4","-0.8E2"," S,W "
" High Point State Park, NJ 23 ","0.13262E4","0.26E1","0.15E4","0.155E3"," W,L*,C* "
" > High Point Shelter (pic) ","0.13279E4","0.17E1","0.128E4","-0.22E3"," S,W "
" CR 519 ","0.13292E4","0.13E1","0.11E4","-0.18E3"," None "
" Gemmer Rd. ","0.13318E4","0.26E1","0.74E3","-0.36E3"," None "
" Goodrich Rd. ","0.13328E4","0.1E1","0.61E3","-0.13E3"," None "
" Jim Murray property side trail ","0.13332E4","0.4E0","0.66E3","0.5E2"," S,C,W,Sh "
" Goldsmith Rd. ","0.13333E4","0.1E0","0.6E3","-0.6E2"," None "
" Unionville Rd. ","0.13341E4","0.8E0","0.61E3","0.1E2"," None "
" Lott Rd, Unionville ","0.1335E4","0.9E0","0.59E3","-0.2E2"," C,R,G "
" NJ 284 ","0.1336E4","0.1E1","0.42E3","-0.17E3"," R,G "
" Oil City Rd. ","0.13365E4","0.5E0","0.4E3","-0.2E2"," None "
" Wallkill River NWR ","0.13375E4","0.1E1","0.41E3","0.1E2"," None "
" Lake Wallkill Rd. ","0.13398E4","0.23E1","0.44E3","0.3E2"," W "
" Pochuck Mt. Shelter (pic) ","0.13403E4","0.5E0","0.84E3","0.4E3"," S, (NO water) "
" Pochuck Mt. ","0.13418E4","0.15E1","0.985E3","0.145E3"," None "
" CR 565 ","0.1343E4","0.12E1","0.72E3","-0.265E3"," None "
" CR 517, Glenwood ","0.13445E4","0.15E1","0.44E3","-0.28E3"," L*,G* "
" Pochuck Creek Footbridge ","0.13452E4","0.7E0","0.41E3","-0.3E2"," None "
" Canal Rd. ","0.13459E4","0.7E0","0.41E3","0.0"," None "
" NJ 94, Vernon ","0.13468E4","0.9E0","0.45E3","0.4E2"," G,L* "
" Wawayanda Mt. ","0.13482E4","0.14E1","0.134E4","0.89E3"," None "
" Barrett Rd. ","0.13499E4","0.17E1","0.114E4","-0.2E3"," None "
" Iron Mt. Rd. Bridge ","0.1351E4","0.11E1","0.106E4","-0.8E2"," None "
" Wawayanda Rd. ","0.13517E4","0.7E0","0.115E4","0.9E2"," None "
" Wawayanda Shelter (pic) ","0.13519E4","0.2E0","0.12E4","0.5E2"," S,W "
" Warwick Turnpike ","0.13523E4","0.4E0","0.114E4","-0.6E2"," R*,G* "
" Long House (Brady Rd.) ","0.13537E4","0.14E1","0.108E4","-0.6E2"," None "
" Long House Creek ","0.13548E4","0.11E1","0.1085E4","0.5E1"," None "
" State Line Trail, NJ-NY State Line ","0.13559E4","0.11E1","0.1385E4","0.3E3"," None "
" Prospect Rock ","0.13564E4","0.5E0","0.1433E4","0.48E2"," None "
" Village Vista Trail, Greenwood Lake ","0.13592E4","0.28E1","0.118E4","-0.253E3"," L*,R*,G* "
" NY 17A ","0.13619E4","0.27E1","0.118E4","0.0"," W,R,L*,G* "
